INSERT INTO MEMBERSHIP  VALUES (1, '5358531775858667', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2262, '2701275412304623', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2263, '3342489466869797', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2264, '8033507227743437', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2265, '9603085056788950', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2266, '7913126169178970', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2267, '8035191842768439', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2268, '7331485273823299', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2269, '0108008910743896', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2270, '6411910717679353', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2271, '9404205053553357', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2272, '8573754279551147', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2273, '1179916022467621', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2274, '2363326011408531', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2275, '9477882505233857', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2276, '4485896750937748', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2277, '1883406296512674', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2278, '4830559151065320', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2279, '9064078797703027', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2280, '4140784186700888', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2281, '2876575179029099', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2282, '2254467085739928', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2283, '7684018077335733', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2284, '1464549499657859', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2285, '4322127155667734', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2286, '1329553974440583', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2287, '6572109410072115', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2288, '8113845846248919', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2289, '1217197856359633', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2290, '6017154178614995', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2291, '3789206713925255', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2292, '1314705695898272', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2293, '1535949840371895', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2294, '7112989821961823', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2295, '7881228629549624', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2296, '9659249318906749', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2297, '8019001817504710', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2298, '7539717205055585', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2299, '1231447328397900', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2300, '7452119547575492', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2301, '9225773122053768', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2302, '6334228174478413', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2303, '9069448070661839', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2304, '3535153202758878', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2305, '9953678140319242', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2306, '0226779306362886', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2307, '8666392459286600', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2308, '6772341560081741', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2309, '4546079362145808', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2310, '7273081318645406', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2311, '3064449947457895', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2312, '9758269079887395', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2313, '1220639498429770', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2314, '7142818992598837', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2315, '7731192389959664', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2316, '7975950599841616', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2317, '9405517405946632', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2318, '8374259354673423', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2319, '4151980835998111', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2320, '3711461891803406', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2321, '7866004199941174', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2322, '8876329079595702', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2323, '3260574895731449', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2324, '7691258647606630', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2325, '1666392276980887', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2326, '7488263863377359', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2327, '9453632238435344', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2328, '0461224315829810', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2329, '2867529533046037', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2330, '2086572994503664', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2331, '2526199236942318', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2332, '3981168186661450', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2333, '3100752072428752', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2334, '3644506377642441', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2335, '0603834123701941', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2336, '2503093889777106', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2337, '7768641107355965', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2338, '9664534856759461', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2339, '1914257737673453', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2340, '8497537688315903', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2341, '9213241717673201', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2342, '1904445938734490', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2343, '3692866324111913', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2344, '2191345442248219', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2345, '3012680037583590', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2346, '1189679484868032', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2347, '0077844483926089', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2348, '9630564638317216', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2349, '6442108875918008', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2350, '4087847755277719', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2351, '3663799102015246', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2352, '6185789720946293', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2353, '3416320613062991', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2354, '1030508183883905', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2355, '0891407379546694', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2356, '1547806765178693', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2357, '0609299861073714', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2358, '6831779824016437', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2359, '1812675493795664', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2360, '7260586560606042', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2361, '6875636052868742', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2362, '2802129202040017', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2363, '5844843275307361', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2364, '9891494028779658', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2365, '6409340069327174', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2366, '6273256979107985', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2367, '8395871300860442', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2368, '7165094154692009', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2369, '8516107688298207', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2370, '1982903963617984', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2371, '0837509049434373', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2372, '0340368028343162', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2373, '3358158345270735', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2374, '8870193553918908', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2375, '7755445671413053', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2376, '1173561783423760', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2377, '9246782911562423', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2378, '9985288388965865', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2379, '5440554750735853', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2380, '3189659636241879', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2381, '2317619208629113', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2382, '5295929511386735', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2383, '9462578753111384', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2384, '1367202903789941', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2385, '2680506010822460', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2386, '1388733936408676', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2387, '9787989185191723', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2388, '5086333469628873', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2389, '5309807177228342', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2390, '6982093020448687', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2391, '6570610509012783', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2392, '0050683855843593', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2393, '5510418237747583', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2394, '5544482255294754', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2395, '1799248141373996', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2396, '9338881690347261', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2397, '3115659833971225', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2398, '6744734702751893', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2399, '8338832752314184', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2400, '8908116941497511', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2401, '2724485748014618', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2402, '7791108621714357', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2403, '0863915768822302', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2404, '6639676984435722', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2405, '2297337239783589', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2406, '7601499118563622', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2407, '2777146412994332', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2408, '6349644118281672', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2409, '6135806274672104', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2410, '0227188013631304', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2411, '8186429472950284', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2412, '3094061782715845', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2413, '1670215596058179', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2414, '1780639560109445', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2415, '7800576752465024', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2416, '4572682398166874', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2417, '2068087375302081', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2418, '4981793268116653', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2419, '4486675020174578', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2420, '3373548411138630', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2421, '3042854909538966', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2422, '7332787281223969', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2423, '0760535130970889', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2424, '5236081498268041', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2425, '9700136953591083', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2426, '1961493985312799', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2427, '2726730407546114', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2428, '3085014512295181', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2429, '7532048131684815', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2430, '9556420944304439', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2431, '4772037513052062', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2432, '9770616601653402', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2433, '0294296567116597', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2434, '0017331959768532', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2435, '7550889094851533', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2436, '0976881794507327', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2437, '1438524812370773', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2438, '1550369102563016', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2439, '6102536627680274', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2440, '9889648202488949', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2441, '8509221253250741', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2442, '4248719361216737', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2443, '5453369154981235', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2444, '7595978346141324', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2445, '4155240308155925', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2446, '0245533765155558', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2447, '1652577127107964', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2448, '8952101429987506', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2449, '4794399437990763', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2450, '0087102911071226', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2451, '3558583734165176', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2452, '3484316954388896', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2453, '2569109338717834', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2454, '5257247091459291', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2455, '4569528155082259', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2456, '1714500129947178', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2457, '7918277896673418', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2458, '1463452825261184', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2459, '7246448375155147', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2460, '5584706078187706', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2461, '2655762566859975', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2462, '1823702365782920', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2463, '4867558300576001', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2464, '4376853052412332', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2465, '7228138064143998', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2466, '6417310668461669', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2467, '0055501610678580', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2468, '0488316211817323', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2469, '3957296122862833', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2470, '0502205369838352', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2471, '8306559663900900', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2472, '0045323053349135', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2473, '2351957935592678', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2474, '7100356874180054', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2475, '6068837766999068', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2476, '4445926602219540', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2477, '0230311939527811', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2478, '7697261745712570', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2479, '1991660327847481', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2480, '9954181864864875', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2481, '1784119614253636', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2482, '9085841679909105', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2483, '4145037034179767', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2484, '7485609772632712', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2485, '3602544020682047', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2486, '8662773636974813', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2487, '8225561562188157', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2488, '4728962194186405', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (2489, '0720887037634591', 'SHINHAN', 10000, sysdate, 1, '1201'); 
